Title,Price,Rating,Image,Type
"acer Aspire Lite, 13th Gen, Intel Core i3-1305U, 16GB RAM, 512GB SSD, Full HD 15.6""/39.62 cm, Windows 11 Home, Steel Gray, 1.59 KG, AL15-53, Metal Body, 36 WHR, Thin and Light Premium Laptop","48,990",3.7 out of 5 stars,https://m.media-amazon.com/images/I/81A-ZqCxtlL._AC_UY218_.jpg,Ad
"acer AspireGo14, Intel Core Ultra5 125H AI Processor,Office 2024 + M365 Basic, 16 GB RAM, 512 GB SSD, WUXGA IPS, 14.0""/35.56 cm, Win 11 Home, Steel Gray, 1.5 kg, AG14-71M, Backlit KB, Premium Laptop","58,490",3.8 out of 5 stars,https://m.media-amazon.com/images/I/71JI131B9SL._AC_UY218_.jpg,Organic
STRIFF Adjustable Laptop Tabletop Stand Patented Riser Ventilated Portable Foldable Compatible with MacBook Notebook Tablet Tray Desk Table Book with Free Phone Stand (Black),249,4.3 out of 5 stars,https://m.media-amazon.com/images/I/71Zf9uUp+GL._AC_UY218_.jpg,Organic
"acer Aspire Lite, AMD Ryzen 7 7730U, Office 2024 + M365 Basic, 16 GB RAM, 512 GB SSD, Full HD IPS,15.6""/39.62 cm, Windows 11 Home, Steel Grey, 1.59 KG, AL15-41, Thin and Light Laptop","52,990",4.1 out of 5 stars,https://m.media-amazon.com/images/I/712x87tz2yL._AC_UY218_.jpg,Organic
"HP Omen, AMD Ryzen 9 8940HX, 8GB RTX 5070, 24GB DDR5(Upgradeable) 1TB SSD, 240Hz, 2k WUXGA, 3ms, 400 nits, 16''/40.6cm, Win11, M365* Office24, Black, 2.44kg, ap0182AX, RGB, AI Gaming Laptop","1,80,990",4.6 out of 5 stars,https://m.media-amazon.com/images/I/71nNdnlAs2L._AC_UY218_.jpg,Organic
"HP 14s Intel Celeron Dual Core N4500 Laptop (8GB/512GB SSD/Win 11) 14.0"" HD Display, MSO 24, Black, 1.46kg, DQ3149TU Thin and Light Business Laptop","40,900",3.3 out of 5 stars,https://m.media-amazon.com/images/I/61bRpOLNVKL._AC_UY218_.jpg,Organic
"Dell 15, Intel Core 3 14th Gen-100U, 16GB DDR4, 512GB SSD, FHD IPS, 15.6""/39.62cm, Windows 11, Microsoft Office Home 2024, Carbon Black, 1.63Kg, Thin & Light, Laptop Model NO - Dell 15 DCU5250","55,400",3.8 out of 5 stars,https://m.media-amazon.com/images/I/71I4NoKj-oL._AC_UY218_.jpg,Organic
"HP Professional 15 (2026), Intel (i3 14th Gen) Core 3 100U - (8 GB DDR5/512 GB SSD/Intel UHD Graphics/Windows 11 Pro) Thin & Light Business Laptop/15.6"" FHD/Fingerprint/Silver/1.5kg/MS Office","47,990",N/A,https://m.media-amazon.com/images/I/713Rk7E7dWL._AC_UY218_.jpg,Organic
"Lenovo IdeaPad Slim 3 13th Gen Core i5-13420H 15.3 inch (38.8cm) WUXGA IPS Laptop (16GB RAM/512GB SSD/Windows 11/Office Home 2024/Top Metal Cover/Backlit Keyboard/1Yr ADP/Grey/1.6Kg), 83K100S3IN","66,200",4.1 out of 5 stars,https://m.media-amazon.com/images/I/71D9HSayVSL._AC_UY218_.jpg,Organic
"ASUS Vivobook 15, Intel Core i3 13th Gen 1315U, 12GB RAM, 512GB SSD, FHD 15.6"", Windows 11, Office Home 2024, Cool Silver, 1.7Kg, X1504VA-BQ331WS, Intel UHD iGPU, Thin & Light, 42Whrs Laptop","45,990",4.2 out of 5 stars,https://m.media-amazon.com/images/I/71bIUPAleZL._AC_UY218_.jpg,Ad
"Lenovo IdeaPad Slim 3, 12th Gen Intel Core i5-12450H (16GB LPDDR5, 512GB SSD), Anti-glare, FHD 15.6""(39.6cm), Win 11, Office Home 2024, Arctic Grey, 1.62Kg, 83ER00MDIN, Thin & Light, Backlit KB Laptop","60,900",4.0 out of 5 stars,https://m.media-amazon.com/images/I/81leoJuYYaL._AC_UY218_.jpg,Ad
"ASUS Vivobook 15, Smartchoice,Intel Corei5 13thGen 13420H, 16GB RAM, 512GB SSD, FHD 15.6"", Win11, Office Home'24, M365 Basic (1Year)*, Cool Silver, 1.70kg, X1502VA-BQ835WS, Intel UHD iGPU, Laptop","59,990",4.2 out of 5 stars,https://m.media-amazon.com/images/I/81gNMbbeqvL._AC_UY218_.jpg,Ad
"Lenovo V14 Intel Core i3 13th Gen 14"" FHD (1920x1080) Antiglare 250 Nits Thin and Light Laptop (8GB RAM/512GB SSD/Windows 11 Home/Office Home 2024/Iron Grey/1.43 kg), 83A0A0PBIN","63,990",4.9 out of 5 stars,https://m.media-amazon.com/images/I/71odoZVRgaL._AC_UY218_.jpg,Ad
"Dell 15, Intel Core i3 13th Gen -1305U, 16GB DDR4, 512GB SSD, FHD, 15.6""/39.6cm, Windows 11, Microsoft Office Home 2024, Carbon Grey, 1.66Kg, [Vostro 3530], Intel UHD Graphics, Thin & Light Laptop","52,990",3.9 out of 5 stars,https://m.media-amazon.com/images/I/7156bBh8W2L._AC_UY218_.jpg,Organic
"HP 15, Intel Core 5-120U (16GB DDR4, 512GB SSD) FHD, Anti-Glare, Micro-Edge, 15.6''/39.6cm, Win11, M365 Basic(1yr), Office Home24, Silver,1.59kg, FD0640TU/fd0682tu, FHD Camera w/Shutter, BL Laptop","65,300",3.5 out of 5 stars,https://m.media-amazon.com/images/I/71Go8vTBwXL._AC_UY218_.jpg,Organic
"Apple 2026 MacBook Air 13″ Laptop with M5 chip: AI and Apple Intelligence, 34.46 cm (13.6″) Liquid Retina Display, 16GB Unified Memory, 512GB SSD Storage, 12MP Center Stage Camera, Touch ID; Silver","1,16,990",5.0 out of 5 stars,https://m.media-amazon.com/images/I/71upqrupfYL._AC_UY218_.jpg,Organic
HP Pavilion x360 Backlit KB Laptop,"84,700",4.1 out of 5 stars,https://m.media-amazon.com/images/I/618zAXbM4uL._AC_UY218_.jpg,Organic
"Educational Laptop Computer Toy for Kids Above 3 Years - 20 Fun Activity Learning Machine, Now Learn Letter, Words, Games, Mathematics, Music, Logic, Memory Tool",699,5.0 out of 5 stars,https://m.media-amazon.com/images/I/81n7Wpjx9ML._AC_UY218_.jpg,Organic
"ASUS Chromebook CX1405 (2025), Intel Core 3-N355, 8GB RAM, 128GB SSD, FHD 14""(35.56cm), Chrome OS, Pure Grey, 1.38Kg, CX1405CTA-S60724, Intel UHD Graphics, 42WHrs, Thin & Light Laptop","34,490",4.5 out of 5 stars,https://m.media-amazon.com/images/I/71LikKalsOL._AC_UY218_.jpg,Organic
"HP Smartchoice Victus, AMD Ryzen 7 7445HS, 6GB RTX 3050, 16GB DDR5(Upgradeable) 512GB SSD, FHD, 144Hz, 300 nits, 15.6''/39.6cm, Win 11, M365* Office24, Blue, 2.29kg, fb3134AX/3120ax, Gaming Laptop","89,990",4.1 out of 5 stars,https://m.media-amazon.com/images/I/71o5eHSQiKL._AC_UY218_.jpg,Organic
"HP 15 255R G10, AMD Ryzen 5 7535U Hexa Core (6 Core, 12 Threads, 2.9 to Max 4.3 Ghz) (8 GB/512 GB SSD/AMD Radeon Graphics/dos) Thin and Light Laptop(15.6 inch HD Display, Matt Silver, 1.45","46,849",4.7 out of 5 stars,https://m.media-amazon.com/images/I/71rDlgf2Q6L._AC_UY218_.jpg,Organic
"Lenovo V15 Intel Core i5 13th Gen 15.6"" (39.62 cm) FHD (1920x1080) Antiglare 250 Nits Thin and Light Laptop (8GB RAM/512GB SSD/Windows 11 Home/Iron Grey/1Y Onsite +1Y ADP/1.65 kg), 83CC000EIN","57,910",N/A,https://m.media-amazon.com/images/I/41HjjJGoDYL._AC_UY218_.jpg,Ad
"HP 15, 13th Gen Intel Core i5-1335U (16GB DDR4,512GB SSD) FHD, Anti-Glare,Micro-Edge, 15.6''/39.6cm, Win11, M365(1yr)* Office24, Silver,1.59kg, fd0467tu, Iris Xe, FHD Camera w/Shutter, Backlit Laptop","59,990",4.0 out of 5 stars,https://m.media-amazon.com/images/I/71r0BBNmBOL._AC_UY218_.jpg,Ad
"Dell 15 Laptop, 14th Gen Intel Core 3 100U Processor, 16GB DDR4, 512 SSD, Intel UHD Graphics, 15.6"" NT FHD 120Hz IPS AG 250 nit Display, Win 11 + Office H&S 2024, Carbon Black, Thin & Light- 1.63Kg","59,990",3.0 out of 5 stars,https://m.media-amazon.com/images/I/71ZBa5+qu4L._AC_UY218_.jpg,Organic
"Apple 2026 MacBook Air 13″ Laptop with M5 chip: AI and Apple Intelligence, 34.46 cm (13.6″) Liquid Retina Display, 16GB Unified Memory, 512GB SSD Storage, 12MP Center Stage Camera, Touch ID; Midnight","1,11,490",4.4 out of 5 stars,https://m.media-amazon.com/images/I/71eX66ytH+L._AC_UY218_.jpg,Organic
"HP Omen, Intel Core i7-14650HX 14th Gen, 8GB RTX 5050, 24GB DDR5(Upgradeable) 1TB SSD, 165Hz, 2k WUXGA, 3ms, 400 nits, 16''/40.6cm, Win11, M365* Office24, Black, 2.43kg, am0241TX, RGB Gaming Laptop","1,40,990",4.3 out of 5 stars,https://m.media-amazon.com/images/I/710as3-Py1L._AC_UY218_.jpg,Organic
"acer Aspire Lite, AMD Ryzen 7 7730U, Office 2024 + M365 Basic, 16 GB RAM, 512 GB SSD, Full HD IPS,15.6""/39.62 cm, Windows 11 Home, Steel Grey, 1.59 KG, AL15-41, Thin and Light Laptop","52,990",4.1 out of 5 stars,https://m.media-amazon.com/images/I/712x87tz2yL._AC_UY218_.jpg,Organic
"Lenovo Smartchoice Ideapad 5 2-in-1 13th Gen Intel Core i5-13420H (16GB RAM/512GB SSD/Windows 11/Office Home 2024/WUXGA IPS/14 (35.5cm)/Touchscreen 2-in-1/3Mon.Game Pass/Grey/1.6kg), 83KX0059IN Laptop","74,490",4.0 out of 5 stars,https://m.media-amazon.com/images/I/61XOR7fpbVL._AC_UY218_.jpg,Organic
"Apple 2026 MacBook Neo 13″ Laptop with A18 Pro chip: Built for AI and Apple Intelligence, Liquid Retina Display, 8GB Unified Memory, 256GB SSD Storage, 1080p FaceTime HD Camera; Silver","65,900",4.6 out of 5 stars,https://m.media-amazon.com/images/I/61amETli1DL._AC_UY218_.jpg,Organic
"acer Nitro V 15, AMD Ryzen 5 6600H Hexa-core Processor,NVIDIA GeForce RTX 4050-6GB GDDR6,16 GB, 512 GB, Full HD IPS, 15.6""/39.62 cm, 165 Hz, Win 11 Home,Obsidian Black, 2.1 kg, ANV15-41,Gaming Laptop","75,990",4.3 out of 5 stars,https://m.media-amazon.com/images/I/71l3rBy8IPL._AC_UY218_.jpg,Organic
"HP Omen, AMD Ryzen 9 8940HX, 8GB RTX 5070, 24GB DDR5(Upgradeable) 1TB SSD, 240Hz, 2k WUXGA, 3ms, 400 nits, 16''/40.6cm, Win11, M365* Office24, Black, 2.44kg, ap0182AX, RGB, AI Gaming Laptop","1,80,990",4.6 out of 5 stars,https://m.media-amazon.com/images/I/71nNdnlAs2L._AC_UY218_.jpg,Organic
"acer Aspire Lite, 13th Gen, Intel Core i3-1305U, 16GB RAM, 512GB SSD, Full HD 15.6""/39.62 cm, Windows 11 Home, Steel Gray, 1.59 KG, AL15-53, Metal Body, 36 WHR, Thin and Light Premium Laptop","48,990",3.7 out of 5 stars,https://m.media-amazon.com/images/I/81A-ZqCxtlL._AC_UY218_.jpg,Ad
"ASUS Vivobook 15, Intel Core i3 13th Gen 1315U, 12GB RAM, 512GB SSD, FHD 15.6"", Windows 11, Office Home 2024, Quiet Blue, 1.7Kg, X1504VA-BQ332WS, Intel UHD iGPU, M365 Basic (1Year)*, 42Whrs Laptop","45,990",4.2 out of 5 stars,https://m.media-amazon.com/images/I/71OUu3JeNIL._AC_UY218_.jpg,Ad
